_id,humedad,norhum,nortemp,salidae,salidar,salidav,temperatura
6306ad8e5903a81e2325ca7d,62.5,0,1,-1,0,1,36.19
6306adad5903a81e2325ca7f,62,0,1,-1,0,1,36.67
6306adcc5903a81e2325ca81,61.5,0,1,-1,0,1,36.15
6306adeb5903a81e2325ca83,62.5,0,0,-1,-1,-1,35.29
6306ae095903a81e2325ca85,64.5,0,0,-1,-1,-1,34.43
6306ae285903a81e2325ca87,66.5,0,-1,-1,1,0,33.57
6306ae475903a81e2325ca89,68,0,-1,-1,1,0,33.29
6306ae665903a81e2325ca8b,70,0,-1,-1,1,0,33.37
6306ae855903a81e2325ca8d,70,0,-1,-1,1,0,33.63
6306aea35903a81e2325ca8f,68.5,0,0,-1,-1,-1,34.01
6306aec25903a81e2325ca91,66.5,0,0,-1,-1,-1,34.35
6306aee05903a81e2325ca93,66.5,0,0,-1,-1,-1,34.71
6306af005903a81e2325ca95,65.5,0,0,-1,-1,-1,35.05
6306af1e5903a81e2325ca97,63.5,0,0,-1,-1,-1,35.31
6306af3d5903a81e2325ca99,63.5,0,0,-1,-1,-1,35.61
6306af5c5903a81e2325ca9b,63.5,0,0,-1,-1,-1,35.87
6306af7b5903a81e2325ca9d,62,0,1,-1,0,1,36.05
6306af995903a81e2325ca9f,62.5,0,1,-1,0,1,36.53
6306afb85903a81e2325caa1,62.5,0,1,-1,0,1,36.01
6306afd75903a81e2325caa3,63,0,0,-1,-1,-1,35.11
6306aff65903a81e2325caa5,65,0,0,-1,-1,-1,34.23
6306b0155903a81e2325caa7,67.5,0,-1,-1,1,0,33.41
6306b0345903a81e2325caa9,69,0,-1,-1,1,0,33.09
6306b0525903a81e2325caab,71,0,-1,-1,1,0,33.19
6306b0715903a81e2325caad,70.5,0,-1,-1,1,0,33.51
6306b08f5903a81e2325caaf,70,0,-1,-1,1,0,33.85
6306b0ae5903a81e2325cab1,68,0,0,-1,-1,-1,34.25
6306b0cd5903a81e2325cab3,67.5,0,0,-1,-1,-1,34.63
6306b0ec5903a81e2325cab5,66,0,0,-1,-1,-1,34.95
6306b10a5903a81e2325cab7,65.5,0,0,-1,-1,-1,35.29
6306b1295903a81e2325cab9,64.5,0,0,-1,-1,-1,35.57
6306b1485903a81e2325cabb,64,0,0,-1,-1,-1,35.81
6306b1675903a81e2325cabd,63.5,0,1,-1,0,1,36.03
6306b1865903a81e2325cabf,63.5,0,1,-1,0,1,36.47
6306b1a45903a81e2325cac1,63,0,0,-1,-1,-1,35.99
6306b1c35903a81e2325cac3,63.5,0,0,-1,-1,-1,35.11
6306b1e25903a81e2325cac5,65.5,0,0,-1,-1,-1,34.21
6306b2015903a81e2325cac7,67.5,0,-1,-1,1,0,33.41
6306b21f5903a81e2325cac9,69.5,0,-1,-1,1,0,33.11
6306b23e5903a81e2325cacb,71.5,0,-1,-1,1,0,33.17
6306b25e5903a81e2325cacd,71,0,-1,-1,1,0,33.47
6306b27c5903a81e2325cacf,70,0,-1,-1,1,0,33.91
6306b29b5903a81e2325cad1,68,0,0,-1,-1,-1,34.25
6306b2b95903a81e2325cad3,67.5,0,0,-1,-1,-1,34.67
6306b2d85903a81e2325cad5,66,0,0,-1,-1,-1,35.01
6306b2f75903a81e2325cad7,66,0,0,-1,-1,-1,35.29
6306b3165903a81e2325cad9,65.5,0,0,-1,-1,-1,35.55
6306b3345903a81e2325cadb,64,0,0,-1,-1,-1,35.83
6306b3535903a81e2325cadd,65,0,1,-1,0,1,36.01
6306b3725903a81e2325cadf,64,0,1,-1,0,1,36.45
6306b3915903a81e2325cae1,63.5,0,0,-1,-1,-1,35.91
6306b3b05903a81e2325cae3,64,0,0,-1,-1,-1,35.13
6306b3ce5903a81e2325cae5,66.5,0,0,-1,-1,-1,34.21
6306b3ed5903a81e2325cae7,67.5,0,-1,-1,1,0,33.43
6306b40c5903a81e2325cae9,70,0,-1,-1,1,0,33.11
6306b42b5903a81e2325caeb,71.5,0,-1,-1,1,0,33.21
6306b4495903a81e2325caed,71,0,-1,-1,1,0,33.47
6306b4685903a81e2325caef,70,0,-1,-1,1,0,33.85
6306b4875903a81e2325caf1,68,0,0,-1,-1,-1,34.25
6306b4a65903a81e2325caf3,67,0,0,-1,-1,-1,34.63
6306b4c55903a81e2325caf5,67,0,0,-1,-1,-1,34.95
6306b4e35903a81e2325caf7,66,0,0,-1,-1,-1,35.25
6306b5025903a81e2325caf9,65.5,0,0,-1,-1,-1,35.53
6306b5215903a81e2325cafb,65,0,0,-1,-1,-1,35.73
6306b53f5903a81e2325cafd,64,0,0,-1,-1,-1,35.95
6306b55e5903a81e2325caff,64.5,0,1,-1,0,1,36.13
6306b57e5903a81e2325cb01,64,0,1,-1,0,1,36.55
6306b59c5903a81e2325cb03,63.5,0,1,-1,0,1,36.05
6306b5bb5903a81e2325cb05,64,0,0,-1,-1,-1,35.17
6306b5d95903a81e2325cb07,66,0,0,-1,-1,-1,34.35
6306b5f85903a81e2325cb09,68,0,-1,-1,1,0,33.51
6306b6175903a81e2325cb0b,70,0,-1,-1,1,0,33.19
6306b6365903a81e2325cb0d,72,0,-1,-1,1,0,33.29
6306b6555903a81e2325cb0f,71.5,0,-1,-1,1,0,33.53
6306b6745903a81e2325cb11,70,0,-1,-1,1,0,33.93
6306b6925903a81e2325cb13,68.5,0,0,-1,-1,-1,34.31
6306b6b15903a81e2325cb15,67.5,0,0,-1,-1,-1,34.61
6306b6d05903a81e2325cb17,67.5,0,0,-1,-1,-1,35.01
6306b6ef5903a81e2325cb19,66.5,0,0,-1,-1,-1,35.27
6306b70d5903a81e2325cb1b,66,0,0,-1,-1,-1,35.53
6306b72c5903a81e2325cb1d,65,0,0,-1,-1,-1,35.77
6306b74b5903a81e2325cb1f,65,0,0,-1,-1,-1,35.99
6306b7695903a81e2325cb21,64,0,1,-1,0,1,36.15
6306b7885903a81e2325cb23,63.5,0,1,-1,0,1,36.63
6306b7a75903a81e2325cb25,63.5,0,1,-1,0,1,36.15
6306b7c65903a81e2325cb27,64.5,0,0,-1,-1,-1,35.27
6306b7e55903a81e2325cb29,66.5,0,0,-1,-1,-1,34.35
6306b8035903a81e2325cb2b,68,0,-1,-1,1,0,33.57
6306b8225903a81e2325cb2d,70,0,-1,-1,1,0,33.21
6306b8415903a81e2325cb2f,72,0,-1,-1,1,0,33.29
6306b8605903a81e2325cb31,72,0,-1,-1,1,0,33.57
6306b87f5903a81e2325cb33,70.5,0,-1,-1,1,0,33.93
6306b89d5903a81e2325cb35,69,0,0,-1,-1,-1,34.37
6306b8bc5903a81e2325cb37,68.5,0,0,-1,-1,-1,34.65
6306b8db5903a81e2325cb39,68,0,0,-1,-1,-1,35.03
6306b8fa5903a81e2325cb3b,66,0,0,-1,-1,-1,35.35
6306b9185903a81e2325cb3d,66,0,0,-1,-1,-1,35.57
6306b9375903a81e2325cb3f,65.5,0,0,-1,-1,-1,35.83
6306b9565903a81e2325cb41,65,0,0,-1,-1,-1,35.99
6306b9755903a81e2325cb43,64.5,0,1,-1,0,1,36.21
6306b9935903a81e2325cb45,64,0,1,-1,0,1,36.65
6306b9b25903a81e2325cb47,63.5,0,1,-1,0,1,36.15
6306b9d15903a81e2325cb49,64.5,0,0,-1,-1,-1,35.29
6306b9f05903a81e2325cb4b,66.5,0,0,-1,-1,-1,34.43
6306ba0f5903a81e2325cb4d,68.5,0,-1,-1,1,0,33.61
6306ba2e5903a81e2325cb4f,70,0,-1,-1,1,0,33.39
6306ba4c5903a81e2325cb51,72,0,-1,-1,1,0,33.41
6306ba6b5903a81e2325cb53,71.5,0,-1,-1,1,0,33.71
6306ba8a5903a81e2325cb55,70,0,0,-1,-1,-1,34.07
6306baa85903a81e2325cb57,68.5,0,0,-1,-1,-1,34.43
6306bac75903a81e2325cb59,67.5,0,0,-1,-1,-1,34.81
6306bae65903a81e2325cb5b,67,0,0,-1,-1,-1,35.07
6306bb055903a81e2325cb5d,66,0,0,-1,-1,-1,35.45
6306bb245903a81e2325cb5f,66,0,0,-1,-1,-1,35.69
6306bb425903a81e2325cb61,65.5,0,0,-1,-1,-1,35.91
6306bb615903a81e2325cb63,65,0,1,-1,0,1,36.09
6306bb805903a81e2325cb65,64.5,0,1,-1,0,1,36.53
6306bb9f5903a81e2325cb67,63.5,0,1,-1,0,1,36.03
6306bbbd5903a81e2325cb69,64.5,0,0,-1,-1,-1,35.19
6306bbdc5903a81e2325cb6b,66.5,0,0,-1,-1,-1,34.37
6306bbfb5903a81e2325cb6d,68.5,0,-1,-1,1,0,33.59
6306bc1a5903a81e2325cb6f,70,0,-1,-1,1,0,33.27
6306bc395903a81e2325cb71,72,0,-1,-1,1,0,33.31
6306bc575903a81e2325cb73,71.5,0,-1,-1,1,0,33.63
6306bc765903a81e2325cb75,70,0,0,-1,-1,-1,34.01
6306bc955903a81e2325cb77,69,0,0,-1,-1,-1,34.43
6306bcb35903a81e2325cb79,68.5,0,0,-1,-1,-1,34.81
6306bcd25903a81e2325cb7b,66.5,0,0,-1,-1,-1,35.17
6306bcf15903a81e2325cb7d,66.5,0,0,-1,-1,-1,35.41
6306bd105903a81e2325cb7f,66,0,0,-1,-1,-1,35.73
6306bd2f5903a81e2325cb81,64.5,0,0,-1,-1,-1,35.93
6306bd4d5903a81e2325cb83,64.5,0,1,-1,0,1,36.19
6306bd6c5903a81e2325cb85,65,0,1,-1,0,1,36.67
6306bd8b5903a81e2325cb87,64,0,1,-1,0,1,36.15
6306bdaa5903a81e2325cb89,64.5,0,0,-1,-1,-1,35.31
6306bdc85903a81e2325cb8b,66,0,0,-1,-1,-1,34.49
6306bde75903a81e2325cb8d,68.5,0,-1,-1,1,0,33.65
6306be065903a81e2325cb8f,70,0,-1,-1,1,0,33.39
6306be255903a81e2325cb91,72,0,-1,-1,1,0,33.41
6306be435903a81e2325cb93,71.5,0,-1,-1,1,0,33.71
6306be625903a81e2325cb95,70,0,0,-1,-1,-1,34.09
6306be815903a81e2325cb97,69,0,0,-1,-1,-1,34.43
6306bea05903a81e2325cb99,68,0,0,-1,-1,-1,34.83
6306bebf5903a81e2325cb9b,67,0,0,-1,-1,-1,35.15
6306bedd5903a81e2325cb9d,67,0,0,-1,-1,-1,35.49
6306befc5903a81e2325cb9f,66,0,0,-1,-1,-1,35.73
6306bf1b5903a81e2325cba1,65,0,0,-1,-1,-1,35.95
6306bf3a5903a81e2325cba3,64.5,0,1,-1,0,1,36.21
6306bf585903a81e2325cba5,64.5,0,1,-1,0,1,36.79
6306bf775903a81e2325cba7,63.5,0,1,-1,0,1,36.19
6306bf965903a81e2325cba9,64,0,0,-1,-1,-1,35.33
6306bfb55903a81e2325cbab,66.5,0,0,-1,-1,-1,34.49
6306bfd45903a81e2325cbad,67.5,0,-1,-1,1,0,33.71
6306bff25903a81e2325cbaf,70.5,0,-1,-1,1,0,33.39
6306c0125903a81e2325cbb1,71.5,0,-1,-1,1,0,33.43
6306c0305903a81e2325cbb3,71.5,0,-1,-1,1,0,33.75
6306c04f5903a81e2325cbb5,70,0,0,-1,-1,-1,34.13
6306c06d5903a81e2325cbb7,68,0,0,-1,-1,-1,34.49
6306c08c5903a81e2325cbb9,67.5,0,0,-1,-1,-1,34.89
6306c0ab5903a81e2325cbbb,67,0,0,-1,-1,-1,35.25
6306c0ca5903a81e2325cbbd,65.5,0,0,-1,-1,-1,35.53
6306c0e95903a81e2325cbbf,64,0,0,-1,-1,-1,35.83
6306c1075903a81e2325cbc1,65,0,1,-1,0,1,36.13
6306c1265903a81e2325cbc3,64.5,0,1,-1,0,1,36.61
6306c1455903a81e2325cbc5,63.5,0,1,-1,0,1,36.17
6306c1645903a81e2325cbc7,64,0,0,-1,-1,-1,35.31
6306c1825903a81e2325cbc9,66.5,0,0,-1,-1,-1,34.43
6306c1a15903a81e2325cbcb,68.5,0,-1,-1,1,0,33.63
6306c1c05903a81e2325cbcd,70,0,-1,-1,1,0,33.37
6306c1df5903a81e2325cbcf,72,0,-1,-1,1,0,33.39
6306c1fd5903a81e2325cbd1,71.5,0,-1,-1,1,0,33.73
6306c21c5903a81e2325cbd3,70,0,0,-1,-1,-1,34.09
6306c23b5903a81e2325cbd5,69,0,0,-1,-1,-1,34.47
6306c25a5903a81e2325cbd7,67,0,0,-1,-1,-1,34.87
6306c2795903a81e2325cbd9,67,0,0,-1,-1,-1,35.19
6306c2985903a81e2325cbdb,66,0,0,-1,-1,-1,35.51
6306c2b65903a81e2325cbdd,65.5,0,0,-1,-1,-1,35.77
6306c2d55903a81e2325cbdf,65,0,0,-1,-1,-1,35.99
6306c2f45903a81e2325cbe1,64.5,0,1,-1,0,1,36.21
6306c3125903a81e2325cbe3,64,0,1,-1,0,1,36.67
6306c3315903a81e2325cbe5,63.5,0,1,-1,0,1,36.17
6306c3505903a81e2325cbe7,64,0,0,-1,-1,-1,35.27
6306c36f5903a81e2325cbe9,66,0,0,-1,-1,-1,34.41
6306c38e5903a81e2325cbeb,68,0,-1,-1,1,0,33.63
6306c3ad5903a81e2325cbed,70,0,-1,-1,1,0,33.35
6306c3cc5903a81e2325cbef,72,0,-1,-1,1,0,33.41
6306c3ea5903a81e2325cbf1,71.5,0,-1,-1,1,0,33.71
6306c4095903a81e2325cbf3,69.5,0,0,-1,-1,-1,34.15
6306c4275903a81e2325cbf5,68,0,0,-1,-1,-1,34.47
6306c4465903a81e2325cbf7,67.5,0,0,-1,-1,-1,34.87
6306c4655903a81e2325cbf9,66,0,0,-1,-1,-1,35.23
6306c4845903a81e2325cbfb,65.5,0,0,-1,-1,-1,35.51
6306c4a35903a81e2325cbfd,65.5,0,0,-1,-1,-1,35.75
6306c4c15903a81e2325cbff,64,0,0,-1,-1,-1,35.99
6306c4e05903a81e2325cc01,64,0,1,-1,0,1,36.25
6306c4ff5903a81e2325cc03,63.5,0,1,-1,0,1,36.65
6306c51e5903a81e2325cc05,63.5,0,1,-1,0,1,36.21
6306c53c5903a81e2325cc07,64,0,0,-1,-1,-1,35.29
6306c55b5903a81e2325cc09,66.5,0,0,-1,-1,-1,34.49
6306c57a5903a81e2325cc0b,68.5,0,-1,-1,1,0,33.71
6306c5995903a81e2325cc0d,70,0,-1,-1,1,0,33.35
6306c5b75903a81e2325cc0f,71.5,0,-1,-1,1,0,33.43
6306c5d75903a81e2325cc11,71,0,-1,-1,1,0,33.81
6306c5f55903a81e2325cc13,70.5,0,0,-1,-1,-1,34.09
6306c6145903a81e2325cc15,68.5,0,0,-1,-1,-1,34.57
6306c6335903a81e2325cc17,67,0,0,-1,-1,-1,34.89
6306c6515903a81e2325cc19,66,0,0,-1,-1,-1,35.25
6306c6705903a81e2325cc1b,65.5,0,0,-1,-1,-1,35.53
6306c68f5903a81e2325cc1d,65.5,0,0,-1,-1,-1,35.87
6306c6ae5903a81e2325cc1f,64.5,0,1,-1,0,1,36.11
6306c6cd5903a81e2325cc21,63.5,0,1,-1,0,1,36.53
6306c6eb5903a81e2325cc23,63.5,0,1,-1,0,1,36.11
6306c70a5903a81e2325cc25,64,0,0,-1,-1,-1,35.23
6306c7295903a81e2325cc27,66.5,0,0,-1,-1,-1,34.39
6306c7475903a81e2325cc29,68,0,-1,-1,1,0,33.65
6306c7675903a81e2325cc2b,69.5,0,-1,-1,1,0,33.33
6306c7855903a81e2325cc2d,71.5,0,-1,-1,1,0,33.39
6306c7a45903a81e2325cc2f,71,0,-1,-1,1,0,33.79
6306c7c35903a81e2325cc31,70,0,0,-1,-1,-1,34.13
6306c7e25903a81e2325cc33,67.5,0,0,-1,-1,-1,34.45
6306c8005903a81e2325cc35,67,0,0,-1,-1,-1,34.89
6306c81f5903a81e2325cc37,65.5,0,0,-1,-1,-1,35.19
6306c83e5903a81e2325cc39,66,0,0,-1,-1,-1,35.51
6306c85d5903a81e2325cc3b,65.5,0,0,-1,-1,-1,35.75
6306c87b5903a81e2325cc3d,65.5,0,0,-1,-1,-1,35.99
6306c89a5903a81e2325cc3f,64,0,1,-1,0,1,36.21
6306c8b95903a81e2325cc41,63.5,0,1,-1,0,1,36.71
6306c8d85903a81e2325cc43,63.5,0,1,-1,0,1,36.17
6306c8f65903a81e2325cc45,64,0,0,-1,-1,-1,35.33
6306c9155903a81e2325cc47,65.5,0,0,-1,-1,-1,34.51
6306c9345903a81e2325cc49,68,0,-1,-1,1,0,33.69
6306c9535903a81e2325cc4b,69.5,0,-1,-1,1,0,33.39
6306c9725903a81e2325cc4d,71.5,0,-1,-1,1,0,33.53
6306c9905903a81e2325cc4f,71,0,-1,-1,1,0,33.77
6306c9af5903a81e2325cc51,70,0,0,-1,-1,-1,34.15
6306c9ce5903a81e2325cc53,68,0,0,-1,-1,-1,34.51
6306c9ec5903a81e2325cc55,67,0,0,-1,-1,-1,34.93
6306ca0b5903a81e2325cc57,67,0,0,-1,-1,-1,35.25
6306ca2b5903a81e2325cc59,64.5,0,0,-1,-1,-1,35.57
6306ca495903a81e2325cc5b,65.5,0,0,-1,-1,-1,35.87
6306ca685903a81e2325cc5d,64,0,1,-1,0,1,36.11
6306ca865903a81e2325cc5f,64,0,1,-1,0,1,36.59
6306caa55903a81e2325cc61,63.5,0,1,-1,0,1,36.17
6306cac45903a81e2325cc63,64,0,0,-1,-1,-1,35.25
6306cae35903a81e2325cc65,66.5,0,0,-1,-1,-1,34.39
6306cb025903a81e2325cc67,68.5,0,-1,-1,1,0,33.71
6306cb205903a81e2325cc69,70,0,-1,-1,1,0,33.29
6306cb3f5903a81e2325cc6b,71,0,-1,-1,1,0,33.41
6306cb5e5903a81e2325cc6d,71,0,-1,-1,1,0,33.75
6306cb7d5903a81e2325cc6f,69.5,0,0,-1,-1,-1,34.05
6306cb9c5903a81e2325cc71,68,0,0,-1,-1,-1,34.49
6306cbba5903a81e2325cc73,67,0,0,-1,-1,-1,34.85
6306cbd95903a81e2325cc75,65.5,0,0,-1,-1,-1,35.19
6306cbf85903a81e2325cc77,65,0,0,-1,-1,-1,35.51
6306cc175903a81e2325cc79,65.5,0,0,-1,-1,-1,35.79
6306cc355903a81e2325cc7b,64.5,0,1,-1,0,1,36.01
6306cc545903a81e2325cc7d,64,0,1,-1,0,1,36.53
6306cc735903a81e2325cc7f,63.5,0,1,-1,0,1,36.11
6306cc925903a81e2325cc81,64,0,0,-1,-1,-1,35.29
6306ccb15903a81e2325cc83,66.5,0,0,-1,-1,-1,34.39
6306ccd05903a81e2325cc85,67.5,0,-1,-1,1,0,33.59
6306ccef5903a81e2325cc87,70,0,-1,-1,1,0,33.31
6306cd0d5903a81e2325cc89,71,0,-1,-1,1,0,33.33
6306cd2b5903a81e2325cc8b,71,0,-1,-1,1,0,33.61
6306cd4a5903a81e2325cc8d,69.5,0,0,-1,-1,-1,34.05
6306cd695903a81e2325cc8f,68,0,0,-1,-1,-1,34.39
6306cd885903a81e2325cc91,67.5,0,0,-1,-1,-1,34.83
6306cda75903a81e2325cc93,66,0,0,-1,-1,-1,35.13
6306cdc65903a81e2325cc95,65.5,0,0,-1,-1,-1,35.47
6306cde45903a81e2325cc97,65,0,0,-1,-1,-1,35.73
6306ce035903a81e2325cc99,65,0,0,-1,-1,-1,35.95
6306ce225903a81e2325cc9b,63,0,1,-1,0,1,36.19
6306ce405903a81e2325cc9d,63.5,0,1,-1,0,1,36.69
6306ce5f5903a81e2325cc9f,63.5,0,1,-1,0,1,36.25
6306ce7e5903a81e2325cca1,64,0,0,-1,-1,-1,35.33
6306ce9d5903a81e2325cca3,65,0,0,-1,-1,-1,34.43
6306cebc5903a81e2325cca5,68,0,-1,-1,1,0,33.69
6306ceda5903a81e2325cca7,69.5,0,-1,-1,1,0,33.39
6306cef95903a81e2325cca9,71,0,-1,-1,1,0,33.41
6306cf185903a81e2325ccab,71,0,-1,-1,1,0,33.73
6306cf375903a81e2325ccad,69.5,0,0,-1,-1,-1,34.13
6306cf565903a81e2325ccaf,68.5,0,0,-1,-1,-1,34.51
6306cf745903a81e2325ccb1,66.5,0,0,-1,-1,-1,34.91
6306cf935903a81e2325ccb3,66,0,0,-1,-1,-1,35.25
6306cfb25903a81e2325ccb5,66,0,0,-1,-1,-1,35.55
6306cfd05903a81e2325ccb7,64,0,0,-1,-1,-1,35.77
6306cfef5903a81e2325ccb9,64,0,1,-1,0,1,36.05
6306d00e5903a81e2325ccbb,64,0,1,-1,0,1,36.61
6306d02d5903a81e2325ccbd,63.5,0,1,-1,0,1,36.15
6306d04c5903a81e2325ccbf,64,0,0,-1,-1,-1,35.31
6306d06a5903a81e2325ccc1,66.5,0,0,-1,-1,-1,34.43
6306d0895903a81e2325ccc3,68.5,0,-1,-1,1,0,33.61
6306d0a85903a81e2325ccc5,70,0,-1,-1,1,0,33.29
6306d0c75903a81e2325ccc7,71.5,0,-1,-1,1,0,33.41
6306d0e65903a81e2325ccc9,71,0,-1,-1,1,0,33.69
6306d1055903a81e2325cccb,69.5,0,0,-1,-1,-1,34.09
6306d1235903a81e2325cccd,68,0,0,-1,-1,-1,34.49
6306d1425903a81e2325cccf,67,0,0,-1,-1,-1,34.87
6306d1615903a81e2325ccd1,67,0,0,-1,-1,-1,35.17
6306d1805903a81e2325ccd3,65,0,0,-1,-1,-1,35.49
6306d19e5903a81e2325ccd5,65,0,0,-1,-1,-1,35.81
6306d1bd5903a81e2325ccd7,65,0,1,-1,0,1,36.05
6306d1dc5903a81e2325ccd9,64.5,0,1,-1,0,1,36.55
6306d1fa5903a81e2325ccdb,63.5,0,1,-1,0,1,36.09
6306d21a5903a81e2325ccdd,64,0,0,-1,-1,-1,35.29
6306d2385903a81e2325ccdf,66.5,0,0,-1,-1,-1,34.39
6306d2585903a81e2325cce1,67.5,0,-1,-1,1,0,33.55
6306d2755903a81e2325cce3,70,0,-1,-1,1,0,33.27
6306d2955903a81e2325cce5,71.5,0,-1,-1,1,0,33.37
6306d2b45903a81e2325cce7,71,0,-1,-1,1,0,33.63
6306d2d25903a81e2325cce9,69.5,0,0,-1,-1,-1,34.03
6306d2f15903a81e2325cceb,67.5,0,0,-1,-1,-1,34.45
6306d30f5903a81e2325cced,67,0,0,-1,-1,-1,34.87
6306d32e5903a81e2325ccef,66,0,0,-1,-1,-1,35.17
6306d34d5903a81e2325ccf1,65.5,0,0,-1,-1,-1,35.49
6306d36c5903a81e2325ccf3,64.5,0,0,-1,-1,-1,35.75
6306d38b5903a81e2325ccf5,64.5,0,1,-1,0,1,36.01
6306d3aa5903a81e2325ccf7,64.5,0,1,-1,0,1,36.47
6306d3c85903a81e2325ccf9,63.5,0,0,-1,-1,-1,35.97
6306d3e75903a81e2325ccfb,64,0,0,-1,-1,-1,35.19
6306d4065903a81e2325ccfd,66,0,0,-1,-1,-1,34.29
6306d4255903a81e2325ccff,68,0,-1,-1,1,0,33.55
6306d4445903a81e2325cd01,69.5,0,-1,-1,1,0,33.19
6306d4625903a81e2325cd03,71.5,0,-1,-1,1,0,33.33
6306d4805903a81e2325cd05,71,0,-1,-1,1,0,33.63
6306d49f5903a81e2325cd07,69.5,0,0,-1,-1,-1,34.03
6306d4be5903a81e2325cd09,67.5,0,0,-1,-1,-1,34.37
6306d4dd5903a81e2325cd0b,66.5,0,0,-1,-1,-1,34.81
6306d4fc5903a81e2325cd0d,66,0,0,-1,-1,-1,35.13
6306d51b5903a81e2325cd0f,66.5,0,0,-1,-1,-1,35.45
6306d5395903a81e2325cd11,65,0,0,-1,-1,-1,35.77
6306d5585903a81e2325cd13,64.5,0,1,-1,0,1,36.01
6306d5775903a81e2325cd15,64,0,1,-1,0,1,36.55
6306d5965903a81e2325cd17,63.5,0,1,-1,0,1,36.05
6306d5b45903a81e2325cd19,64,0,0,-1,-1,-1,35.17
6306d5d35903a81e2325cd1b,66.5,0,0,-1,-1,-1,34.27
6306d5f25903a81e2325cd1d,68,0,-1,-1,1,0,33.57
6306d6115903a81e2325cd1f,69.5,0,-1,-1,1,0,33.19
6306d62f5903a81e2325cd21,72,0,-1,-1,1,0,33.33
6306d64f5903a81e2325cd23,71,0,-1,-1,1,0,33.59
